MORPH	POS	pred_TAG
_	_	O
사실	NNG	O
_	_	O
.	SF	O
		
강철	NNG	B-PER
체력	NNG	O
과	JC	O
_	_	O
정신력	NNG	O
으로	JKB	O
_	_	O
무장	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
북한	NNP	B-ORG
은	JX	O
_	_	O
일본	NNP	B-ORG
전	XSN	O
에서	JKB	O
_	_	O
보이	VV	O
어	EC	O
주+ㄴ	VX+ETM	O
_	_	O
압박	NNG	O
과	JC	O
_	_	O
기동력	NNG	O
을	JKO	O
_	_	O
살리+어	VV+EC	O
_	_	O
또	MAG	O
_	_	O
한	MM	O
번	NNB	O
_	_	O
일	NNG	O
을	JKO	O
_	_	O
내	VV	O
겠	EP	O
다는	ETM	O
_	_	O
기세+이	NNG+VCP	O
다	EF	O
.	SF	O
		
2	SN	B-NOH
세트	NNG	O
_	_	O
들	VV	O
어	EC	O
_	_	O
한국	NNP	B-ORG
은	JX	O
_	_	O
초반	NNG	O
_	_	O
김민지	NNP	B-PER
의	JKG	O
_	_	O
공격	NNG	O
이	JKS	O
_	_	O
살아나	VV	O
면서	EC	O
_	_	O
9	SN	B-NOH
-	SO	I-NOH
5	SN	I-NOH
까지	JX	O
_	_	O
앞서+어	VV+EC	O
나가	VX	O
았	EP	O
다	EC	O
_	_	O
.	SF	O
		
김	NNP	B-PER
_	_	O
신임	NNG	O
_	_	O
이사장	NNG	O
의	JKG	O
_	_	O
취임식	NNG	O
은	JX	O
_	_	O
오	VV	O
는	ETM	O
_	_	O
10	SN	B-DAT
일	NNB	I-DAT
_	_	O
오전	NNG	O
_	_	O
개최	NNG	O
되+ㄹ	XSV+ETM	O
_	_	O
예정	NNG	O
이	VCP	O
다	EC	O
_	_	O
．	SF	O
		
여기	NP	O
서	JKB	O
_	_	O
상위	NNG	O
_	_	O
2	SN	B-NOH
개	NNB	I-NOH
팀	NNG	O
이	JKS	O
_	_	O
예선	NNG	O
B	SL	O
조	NNG	O
(	SS	O
미국	NNP	B-ORG
,	SP	O
_	_	O
캐나다	NNP	B-ORG
,	SP	O
_	_	O
멕시코	NNP	B-ORG
,	SP	O
_	_	O
남아프리카공화국	NNP	B-ORG
)	SS	O
_	_	O
상위	NNG	O
_	_	O
2	SN	B-NOH
개	NNB	I-NOH
팀	NNG	O
과	JC	O
_	_	O
8	SN	B-NOH
강	NNG	I-NOH
_	_	O
리그전	NNG	O
을	JKO	O
_	_	O
다시	MAG	O
_	_	O
벌이	VV	O
고	EC	O
_	_	O
최종	NNG	O
_	_	O
2	SN	B-NOH
개	NNB	I-NOH
팀	NNG	O
은	JX	O
_	_	O
준결승	NNG	O
에	JKB	O
_	_	O
진출	NNG	O
하+ㄴ다	XSV+EF	O
.	SF	O
		
권	NNP	B-PER
씨	NNB	O
는	JX	O
_	_	O
SS	O	O
지나+ㄴ	VV+ETM	O
_	_	O
3	SN	B-DAT
월	NNB	I-DAT
말	NNB	O
_	_	O
미국	NNP	B-ORG
을	JKO	O
_	_	O
방문+하	NNG+XSV	O
였	EP	O
을	ETM	O
_	_	O
때	NNG	O
야	JX	O
_	_	O
비로소	MAG	O
_	_	O
계약	NNG	O
_	_	O
내용	NNG	O
을	JKO	O
_	_	O
알	VV	O
게	EC	O
_	_	O
었	EP	O
다	EF	O
.	SF	O
		
초반	NNG	O
_	_	O
성과	NNG	O
는	JX	O
_	_	O
한국	NNP	B-ORG
과	JC	O
_	_	O
일본	NNP	B-ORG
의	JKG	O
_	_	O
한판승	NNG	O
_	_	O
.	SF	O
		
베이징	NNP	B-ORG
올림픽	NNG	O
_	_	O
최종	NNG	O
예선	NNG	O
에서	JKB	O
_	_	O
한국	NNP	B-ORG
을	JKO	O
_	_	O
3	SN	B-NOH
-	SO	I-NOH
0	SN	I-NOH
으로	JKB	O
_	_	O
꺾	VV	O
은	ETM	O
_	_	O
신흥	NNG	O
_	_	O
강호	NNG	O
_	_	O
카자흐스탄	NNP	B-ORG
이	JKS	O
_	_	O
불참	NNG	O
하+여	XSV+EC	O
_	_	O
말레이시아	NNP	B-ORG
가	JKS	O
_	_	O
대신	NNG	O
_	_	O
참가+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
한편	MAG	O
_	_	O
강릉	NNP	B-ORG
시청	NNG	O
의	JKG	O
_	_	O
개막	NNG	O
전	XSN	O
_	_	O
경기	NNG	O
는	JX	O
_	_	O
강릉	NNP	B-ORG
MBC	SL	O
에서	JKB	O
_	_	O
생중계하+ㄴ다	VV+EC	O
_	_	O
.	SF	O
		
또	MAG	O
_	_	O
미들즈브러	NNP	B-PER
전	XSN	O
에서	JKB	O
_	_	O
부진	NNG	O
하+ㄴ	XSA+ETM	O
_	_	O
모습	NNG	O
을	JKO	O
_	_	O
보이	VV	O
어	EC	O
_	_	O
향후	NNG	O
_	_	O
‘	SS	O
더블	NNG	O
’	SS	O
(	SS	O
프리미어	NNG	O
리그	NNG	O
와	JC	O
_	_	O
챔피언스	NNG	O
리그	NNG	O
_	_	O
동반	NNG	O
우승	NNG	O
)	SS	O
을	JKO	O
_	_	O
목표	NNG	O
로	JKB	O
_	_	O
세우+ㄴ	VV+ETM	O
_	_	O
맨유	NNP	B-ORG
의	JKG	O
_	_	O
빅	NNG	O
매치	NNG	O
에	JKB	O
_	_	O
중용	NNG	O
되+ㄹ	XSV+ETM	O
_	_	O
지	EC	O
는	JX	O
_	_	O
미지수+이	NNG+VCP	O
다	EC	O
_	_	O
.	SF	O
		
거기	NP	O
에	JKB	O
_	_	O
며칠	NNG	O
_	_	O
사이	NNG	O
_	_	O
LG	SL	O
_	_	O
김재박	NNP	B-PER
_	_	O
감독	NNG	O
까지	JX	O
_	_	O
끼어들	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
김학범	NNP	B-PER
_	_	O
감독	NNG	O
이	JKS	O
_	_	O
장학영	NNP	B-PER
에게	JKB	O
_	_	O
작전	NNG	O
지시	NNG	O
를	JKO	O
_	_	O
하	VV	O
고	EC	O
_	_	O
있	VX	O
다	EC	O
_	_	O
.	SF	O
		
승패	NNG	O
가	JKS	O
_	_	O
같	VA	O
은	ETM	O
_	_	O
경우	NNG	O
_	_	O
점수	NNG	O
_	_	O
득실	NNG	O
률	XSN	O
차	NNG	O
를	JKO	O
_	_	O
먼저	MAG	O
_	_	O
따지	VV	O
는	ETM	O
_	_	O
순위	NNG	O
_	_	O
결정	NNG	O
_	_	O
방식	NNG	O
도	JX	O
_	_	O
한국	NNP	B-ORG
에	JKB	O
_	_	O
유리하	VA	O
지	EC	O
_	_	O
않	VX	O
다	EC	O
_	_	O
．	SF	O
		
사실	MAG	O
_	_	O
그런	MM	O
_	_	O
투지	NNG	O
가	JKS	O
_	_	O
오늘날	NNG	O
의	JKG	O
_	_	O
서장훈	NNP	B-PER
을	JKO	O
_	_	O
있	VA	O
게	EC	O
하+ㄴ	VV+ETM	O
_	_	O
원동력	NNG	O
이	VCP	O
다	EC	O
_	_	O
.	SF	O
		
8	SN	B-NOH
.	SF	O
내셔널	NNG	O
_	_	O
트레	NNG	B-PER
지+어	VV+EF	O
(	SS	O
어드벤처	NNG	O
ㆍ	SP	O
존	NNP	O
_	_	O
터틀타웁	NNG	O
)	SS	O
		
팀	NNP	B-PER
_	_	O
버튼	NNP	O
_	_	O
감독	NNG	O
의	JKG	O
_	_	O
판타지	NNG	O
영화	NNG	O
_	_	O
'	SS	O
찰리	NNP	B-PER
와	JC	O
_	_	O
초콜릿	NNG	O
공장	NNG	O
'	SS	O
이	JKS	O
_	_	O
조니	NNP	B-PER
_	_	O
뎁	NNP	O
_	_	O
주연	NNG	O
영화	NNG	O
중	NNB	O
_	_	O
최고	NNG	O
_	_	O
개봉	NNG	O
기록	NNG	O
을	JKO	O
_	_	O
세우	VV	O
었	EP	O
다	EF	O
.	SF	O
		
지나+ㄴ	VV+ETM	O
_	_	O
87	SN	B-DAT
년	NNB	I-NOH
에	JKB	O
_	_	O
처음	NNG	O
_	_	O
발간	NNG	O
되+ㄴ	XSV+ETM	O
_	_	O
원작	NNG	O
소설	NNG	O
은	JX	O
_	_	O
한	MM	O
_	_	O
아이	NNG	O
가	JKS	O
_	_	O
어른	NNG	O
으로	JKB	O
_	_	O
성장	NNG	O
하	XSV	O
는	ETM	O
_	_	O
모습	NNG	O
을	JKO	O
_	_	O
근대사	NNG	O
적	XSN	O
_	_	O
배경	NNG	O
속	NNG	O
에서	JKB	O
_	_	O
인간적	NNG	O
이+ㄴ	VCP+ETM	O
_	_	O
시선	NNG	O
으로	JKB	O
_	_	O
접근	NNG	O
하+여	XSV+EC	O
_	_	O
지금	NNG	O
까지	JX	O
_	_	O
'	SS	O
어른	NNG	O
을	JKO	O
_	_	O
위하+ㄴ	VV+ETM	O
_	_	O
동화	NNG	O
'	SS	O
로	JKB	O
_	_	O
스테디셀러	NNG	O
에	JKB	O
_	_	O
오르	VV	O
아	EC	O
_	_	O
있	VX	O
다	EF	O
.	SF	O
		
대한항공	NNP	B-ORG
-	SO	B-ORG
현대캐피탈	NNP	B-ORG
,	SP	O
_	_	O
PO	SL	O
_	_	O
승부	NNG	O
_	_	O
'	SS	O
최대	NNG	O
_	_	O
변수	NNG	O
는	JX	O
_	_	O
로드리고	NNP	O
'	SS	O
		
이동국	NNP	B-PER
의	JKG	O
_	_	O
활약	NNG	O
을	JKO	O
_	_	O
앞세우	VV	O
어	EC	O
_	_	O
6	SN	B-DAT
일	NNB	I-DAT
_	_	O
울산	NNP	B-LOC
_	_	O
현대	NNP	B-ORG
를	JKO	O
_	_	O
잡	VV	O
은	ETM	O
_	_	O
포항	NNP	B-ORG
은	JX	O
_	_	O
현재	MAG	O
_	_	O
승점	NNG	O
_	_	O
21	SN	B-NOH
로	JKB	O
_	_	O
선두	NNG	O
_	_	O
부산	NNP	B-ORG
_	_	I-PER
아이파크	NNP	I-PER
(	SS	O
승점	NNG	O
_	_	O
24	SN	B-NOH
)	SS	I-NOH
에	JKB	O
_	_	O
승점	NNG	O
_	_	O
3	SN	B-NOH
_	_	O
차이	NNG	O
로	JKB	O
_	_	O
따라붙	VV	O
은	ETM	O
_	_	O
상태	NNG	O
.	SF	O
		
3	SN	B-NOH
,	SP	O
_	_	O
4	SN	B-NOH
위	NNB	I-NOH
전	XSN	O
_	_	O
경기	NNG	O
에서	JKB	O
는	JX	O
_	_	O
‘	SS	O
nL	SL	O
’	SS	O
팀	NNG	O
이	JKS	O
_	_	O
지각	NNG	O
_	_	O
하+ㄴ	VV+ETM	O
_	_	O
탓	NNG	O
으로	JKB	O
_	_	O
몰수	NNG	O
패	NNB	O
_	_	O
당	NNG	O
하	XSV	O
면서	EC	O
_	_	O
4	SN	B-NOH
위	NNB	I-NOH
를	JKO	O
_	_	O
차지+하	NNG+XSV	O
였	EP	O
고	EC	O
,	SP	O
_	_	O
‘	SS	O
sNap	SL	O
’	SS	O
팀	NNG	O
이	JKS	O
_	_	O
자동	NNG	O
으로	JKB	O
_	_	O
3	SN	B-NOH
위	NNB	I-NOH
를	JKO	O
_	_	O
결정짓	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
●	SW	O
허정구	NNP	B-PER
배	NNG	O
_	_	O
한국	NNP	B-LOC
아마추어	NNG	I-ORG
선수권	NNG	I-POH
대회	NNG	O
(	SS	O
남서울	NNP	B-ORG
골프장	NNG	I-ORG
)	SS	O
		
3	SN	B-NOH
위	NNB	I-NOH
_	_	O
루마니아	NNP	B-ORG
_	_	O
금	NNG	O
1	SN	B-NOH
_	_	O
은	JX	O
-	SO	O
_	_	O
동	NNG	B-POH
-	SO	I-POH
		
특히	MAG	O
_	_	O
롯데	NNP	B-ORG
는	JX	O
_	_	O
초반	NNG	O
_	_	O
기선	NNG	O
제압	NNG	O
에	JKB	O
_	_	O
성공	NNG	O
하	XSV	O
며	EC	O
_	_	O
경기	NNG	O
를	JKO	O
_	_	O
쉽	VA	O
게	EC	O
_	_	O
풀	VV	O
어	EC	O
나가	VX	O
았	EP	O
다	EC	O
_	_	O
.	SF	O
		
‘	SS	O
장타자	NNG	O
’	SS	O
_	_	O
이지영	NNP	B-PER
(	SS	O
23	SN	B-NOH
_	_	O
·	SP	O
_	_	O
하이마트	NNP	B-ORG
)	SS	O
이	JKS	O
_	_	O
마침내	MAG	O
_	_	O
메이저	NNG	O
_	_	O
우승	NNG	O
_	_	O
기회	NNG	O
를	JKO	O
_	_	O
잡	VV	O
았	EP	O
다	EC	O
_	_	O
.	SF	O
		
●	SW	B-POH
전국	NNG	I-POH
대학	NNG	O
춘계	NNG	O
대회	NNG	O
(	SS	O
함평군	NNP	B-PER
_	_	O
농어민	NNG	O
_	_	O
문화	NNG	O
체육	NNG	O
센터	NNG	O
)	SS	O
		
전반	NNG	O
_	_	O
34	SN	B-NOH
분	NNB	I-NOH
_	_	O
이규로	NNP	B-PER
가	JKS	O
_	_	O
페널티	NNG	O
지역	NNG	O
안	NNG	O
에서	JKB	O
_	_	O
얻	VV	O
어	EC	O
내+ㄴ	VX+ETM	O
_	_	O
간접	NNG	O
_	_	O
프리킥	NNG	O
에서	JKB	O
_	_	O
김치우	NNP	B-PER
가	JKS	O
_	_	O
왼발	NNG	O
로	JKB	O
_	_	O
득점	NNG	O
을	JKO	O
_	_	O
노리	VV	O
었	EP	O
지만	EC	O
_	_	O
상대	NNG	O
_	_	O
수비벽	NNG	O
에	JKB	O
_	_	O
막히	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
-	SO	O
_	_	O
박지성	NNP	B-PER
,	SP	O
_	_	O
AS	SL	O
_	_	O
로마	NNP	B-ORG
전	XSN	O
_	_	O
풀타임	NNG	O
_	_	O
출장	NNG	O
		
그	MM	O
_	_	O
때문	NNB	O
에	JKB	O
_	_	O
러닝	NNG	O
타임	NNG	O
이	JKS	O
_	_	O
2	SN	B-NOH
시간	NNB	I-NOH
이	JKS	O
_	_	O
불필요	NNG	O
하+여	XSA+EC	O
_	_	O
보이+ㄴ다	VV+EF	O
.	SF	O
		
'	SS	O
스파이	NNG	O
_	_	O
키드	NNP	B-PER
'	SS	O
_	_	O
시리즈	NNG	O
_	_	O
3	SN	B-NOH
편	NNB	I-NOH
을	JKO	O
_	_	O
잇따르	VV	O
아	EC	O
_	_	O
성공시키	VV	O
며	EC	O
_	_	O
아이	NNG	O
들	XSN	O
의	JKG	O
_	_	O
가렵	VA	O
ㄴ	ETM	O
_	_	O
곳	NNG	O
을	JKO	O
_	_	O
긁	VV	O
는데	EC	O
도	JX	O
_	_	O
탁월	NNG	O
하+ㄴ	XSA+ETM	O
_	_	O
능력	NNG	O
을	JKO	O
_	_	O
보이+ㄴ	VV+ETM	O
_	_	O
로드리게즈	NNP	B-PER
는	JX	O
_	_	O
이	MM	O
_	_	O
영화	NNG	O
_	_	O
역시	MAG	O
_	_	O
미국	NNP	B-ORG
에서	JKB	O
_	_	O
개봉	NNG	O
_	_	O
5	SN	B-NOH
주	NNB	I-NOH
째	XSN	O
이+ㄴ	VCP+ETM	O
_	_	O
지나+ㄴ	VV+ETM	O
_	_	O
10	SN	B-NOH
일	NNB	I-NOH
까지	JX	O
_	_	O
3	SN	B-NOH
천	NR	I-NOH
676	SN	I-NOH
만	NR	I-NOH
6	SN	I-NOH
천	NR	I-NOH
260	SN	I-NOH
달러	NNB	I-NOH
(	SS	O
약	MM	O
_	_	O
380	SN	B-NOH
억	NR	I-NOH
원	NNB	I-NOH
)	SS	O
를	JKO	O
_	_	O
벌어들이	VV	O
며	EC	O
_	_	O
흥행	NNG	O
_	_	O
반열	NNG	O
에	JKB	O
_	_	O
올리	VV	O
었	EP	O
다	EF	O
.	SF	O
		
거기	NP	O
에	JKB	O
_	_	O
장광균	NNP	B-PER
_	_	O
신영수	NNP	B-PER
_	_	O
강동진	NNP	B-PER
_	_	O
등	NNB	O
_	_	O
젊	VA	O
은	ETM	O
_	_	O
공격수	NNG	O
들	XSN	O
의	JKG	O
_	_	O
파괴력	NNG	O
_	_	O
높	VA	O
은	ETM	O
_	_	O
공격력	NNG	O
도	JX	O
_	_	O
뛰어나	VA	O
다	EC	O
_	_	O
.	SF	O
		
KIA	SL	O
는	JX	O
_	_	O
탄탄	NNG	O
하+ㄴ	XSA+ETM	O
_	_	O
선발	NNG	O
진	XSN	O
을	JKO	O
_	_	O
보유	NNG	O
하	XSV	O
고	EC	O
_	_	O
있	VX	O
으면서	EC	O
도	JX	O
_	_	O
타선	NNG	O
_	_	O
침체	NNG	O
로	JKB	O
_	_	O
공동	NNG	O
_	_	O
5	SN	B-NOH
위	NNB	I-NOH
에	JKB	O
_	_	O
머무르	VV	O
어	EC	O
_	_	O
있	VX	O
다	EC	O
_	_	O
.	SF	O
		
캔자스	NNP	B-PER
대	NNB	O
는	JX	O
_	_	O
6	SN	B-DAT
일	NNB	I-DAT
(	SS	O
이하	NNG	O
_	_	O
한국	NNP	B-LOC
시간	NNG	O
)	SS	O
_	_	O
텍사스주	NNP	B-LOC
_	_	O
샌안토니오	NNP	B-LOC
에서	JKB	O
_	_	O
열리+ㄴ	VV+ETM	O
_	_	O
2008	SN	B-DAT
_	_	O
미국	NNP	B-POH
대학	NNG	I-POH
스포츠	NNG	I-POH
(	SS	O
NCAA	SL	O
)	SS	O
_	_	O
남자	NNG	O
농구	NNG	O
_	_	O
64	SN	B-NOH
강	NNG	I-NOH
_	_	O
토너먼트	NNG	O
_	_	O
4	SN	B-NOH
강	NNG	I-NOH
_	_	O
'	SS	O
파이널	NNG	O
_	_	O
포	NNG	O
(	SS	O
Final	SL	O
_	_	O
Four	SL	I-POH
)	SS	O
'	SS	O
_	_	O
경기	NNG	O
에서	JKB	O
_	_	O
명문	NNG	O
_	_	O
노스캐롤라이나	NNP	O
대	NNB	O
를	JKO	O
_	_	O
84	SN	B-NOH
-	SO	I-NOH
66	SN	I-NOH
으로	JKB	O
_	_	O
완파	NNG	O
하	XSV	O
고	EC	O
_	_	O
결승	NNG	O
행	XSN	O
_	_	O
티켓	NNG	O
을	JKO	O
_	_	O
거머쥐	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
서태지	NNP	B-PER
ㆍ	SP	I-PER
콘	NNG	I-PER
ㆍ	SP	I-PER
드래곤	NNG	O
애쉬	NNP	B-PER
_	_	O
등	NNB	O
_	_	O
영상	NNG	O
_	_	O
콘서트	NNG	O
		
멕시코	NNP	B-ORG
,	SP	O
_	_	O
브라질	NNP	B-ORG
_	_	O
격파	NNG	O
.	SF	O
.	SF	O
일본	NNP	B-ORG
도	JX	O
_	_	O
그리스	NNP	B-ORG
_	_	O
제압	NNG	O
		
박현승	NNP	B-PER
이	JKS	O
_	_	O
아직	MAG	O
_	_	O
타율	NNG	O
_	_	O
0.258	SN	B-PER
로	JKB	O
_	_	O
출발	NNG	O
이	JKS	O
_	_	O
더디	VA	O
지만	EC	O
_	_	O
이대호	NNP	B-PER
(	SS	O
타율	NNG	O
_	_	O
0.351	SN	O
_	_	O
0.3	SN	O
홈런	NNG	O
_	_	O
.	SF	O
		
성남	NNP	B-ORG
은	JX	O
_	_	O
3	SN	B-DAT
일	NNB	I-DAT
_	_	O
열리+ㄴ	VV+ETM	O
_	_	O
삼성	NNP	B-ORG
하우젠	NNG	I-POH
_	_	O
K	SL	O
리그	NNG	O
_	_	O
2005	SN	O
_	_	O
홈	NNG	O
_	_	O
경기	NNG	O
에서	JKB	O
_	_	O
남기일	NNP	B-PER
의	JKG	O
_	_	O
해트트릭	NNG	O
을	JKO	O
_	_	O
앞세우	VV	O
어	EC	O
_	_	O
FC	SL	O
_	_	O
서울	NNP	B-ORG
을	JKO	O
_	_	O
4	SN	B-NOH
-	SO	I-NOH
1	SN	I-NOH
로	JKB	O
_	_	O
대파	NNG	O
하	XSV	O
며	EC	O
_	_	O
신나	VV	O
는	ETM	O
_	_	O
3	SN	B-NOH
연승	NNG	I-NOH
을	JKO	O
_	_	O
내달리	VV	O
었	EP	O
다	EF	O
.	SF	O
		
김병현	NNP	B-PER
의	JKG	O
_	_	O
4	SN	B-NOH
선발	NNG	I-NOH
_	_	O
복귀	NNG	O
_	_	O
전망	NNG	O
은	JX	O
_	_	O
대단히	MAG	O
_	_	O
고무적	NNG	O
이	VCP	O
다	EF	O
.	SF	O
		
주최	NNG	O
측	NNB	O
은	JX	O
_	_	O
대부분	NNG	O
의	JKG	O
_	_	O
게임	NNG	O
들	XSN	O
이	JKS	O
_	_	O
배경	NNG	O
음악	NNG	O
으로	JKB	O
_	_	O
록	NNG	O
음악	NNG	O
을	JKO	O
_	_	O
삽입	NNG	O
하+ㄴ다는	XSV+ETM	O
_	_	O
점	NNG	O
을	JKO	O
_	_	O
감안	NNG	O
,	SP	O
_	_	O
이틀	NNG	O
_	_	O
동안	NNG	O
_	_	O
야외무대	NNG	O
의	JKG	O
_	_	O
경기	NNG	O
_	_	O
중간	NNG	O
에	JKB	O
_	_	O
`	SW	O
대구	NNP	B-POH
락	NNG	I-POH
밴드	NNG	I-POH
연대	NNG	O
'	SS	O
_	_	O
소속	NNG	O
_	_	O
밴드	NNG	O
들	XSN	O
의	JKG	O
_	_	O
공연	NNG	O
을	JKO	O
_	_	O
넣	VV	O
어	EC	O
_	_	O
대회	NNG	O
_	_	O
분위기	NNG	O
를	JKO	O
_	_	O
고조	NNG	O
시키+ㄹ	XSV+ETM	O
_	_	O
예정	NNG	O
이	VCP	O
다	EF	O
.	SF	O
		
이날	NNG	O
_	_	O
경기	NNG	O
는	JX	O
_	_	O
시종일관	NNG	O
_	_	O
SK	SL	O
_	_	O
우세	NNG	O
_	_	O
속	NNG	O
에	JKB	O
_	_	O
진행+되	NNG+XSV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
황인춘	NNP	B-PER
은	JX	O
_	_	O
2	SN	B-DAT
일	NNB	I-DAT
_	_	O
경기도	NNP	B-LOC
_	_	O
성남시	NNP	B-LOC
_	_	O
남서울	NNP	B-POH
골프장	NNG	I-POH
(	SS	O
파	NNG	O
72	SN	O
_	_	O
ㆍ	SP	O
_	_	O
6961	SN	B-NOH
야드	NNB	I-NOH
)	SS	O
에서	JKB	O
_	_	O
이어지+ㄴ	VV+ETM	O
_	_	O
둘째	NR	O
날	NNG	O
_	_	O
경기	NNG	O
에서	JKB	O
_	_	O
무려	MAG	O
_	_	O
8	SN	B-NOH
개	NNB	I-NOH
의	JKG	O
_	_	O
버디	NNG	O
(	SS	O
보	VV	O
기	ETN	O
_	_	O
1	SN	B-NOH
개	NNB	I-NOH
,	SP	O
_	_	O
더블보기	NNG	O
_	_	O
1	SN	B-NOH
개	NNB	I-NOH
)	SS	O
를	JKO	O
_	_	O
솎	VV	O
아	EC	O
내+었	VX+EP	O
다	EC	O
_	_	O
.	SF	O
		
대회	NNG	O
_	_	O
주최	NNG	O
_	_	O
측	NNB	O
은	JX	O
_	_	O
23	SN	B-DAT
일	NNB	I-DAT
_	_	O
경기	NNG	O
의	JKG	O
_	_	O
입장권	NNG	O
_	_	O
구매자	NNG	O
들	XSN	O
에게	JKB	O
만	JX	O
_	_	O
이날	NNG	O
_	_	O
훈련	NNG	O
을	JKO	O
_	_	O
공개+하	NNG+XSV	O
였	EP	O
다	EF	O
.	SF	O
		
정규	NNG	O
리그	NNG	O
서	JKB	O
는	JX	O
_	_	O
삼성화재	NNP	B-ORG
가	JKS	O
_	_	O
현대캐피탈	NNP	B-ORG
에	JKB	O
_	_	O
5	SN	B-NOH
승	NNB	I-NOH
2	SN	I-NOH
패	NNB	I-NOH
로	JKB	O
_	_	O
앞서+었	VV+EP	O
다	EC	O
_	_	O
.	SF	O
		
하지만	MAJ	O
_	_	O
박한이	NNP	B-PER
는	JX	O
_	_	O
여기	NP	O
에	JKB	O
_	_	O
머무르	VV	O
지	EC	O
_	_	O
않	VX	O
는다	EC	O
_	_	O
.	SF	O
		
빅터	NNP	B-ORG
의	JKG	O
_	_	O
픽앤롤	NNG	O
에	JKB	O
_	_	O
대비	NNG	O
하	XSV	O
겠	EP	O
다	EC	O
_	_	O
.	SF	O
		
휘닉스파크	NNP	B-ORG
클래식	NNG	O
에서	JKB	O
_	_	O
박희영	NNP	B-PER
의	JKG	O
_	_	O
거세+ㄴ	VA+ETM	O
_	_	O
추격	NNG	O
을	JKO	O
_	_	O
뿌리치	VV	O
고	EC	O
_	_	O
첫	MM	O
_	_	O
우승	NNG	O
에	JKB	O
_	_	O
성공	NNG	O
하+ㄴ	XSV+ETM	O
_	_	O
지은희	NNP	O
는	JX	O
_	_	O
KB	SL	O
_	_	O
스타	NNG	O
투어	NNG	O
_	_	O
2	SN	B-NOH
차	NNB	I-NOH
_	_	O
대회	NNG	O
에서	JKB	O
_	_	O
2	SN	B-NOH
주	NNB	I-NOH
_	_	O
연속	NNG	O
_	_	O
우승	NNG	O
하	XSV	O
며	EC	O
_	_	O
잃	VV	O
었	EP	O
던	ETM	O
_	_	O
미소	NNG	O
를	JKO	O
_	_	O
찾	VV	O
았	EP	O
다	EC	O
_	_	O
.	SF	O
		
지나+ㄴ	VV+ETM	O
_	_	O
해	NNG	O
_	_	O
비로소	MAG	O
_	_	O
기량	NNG	O
을	JKO	O
_	_	O
회복	NNG	O
하	XSV	O
고	EC	O
_	_	O
2007	SN	O
_	_	O
세계	NNG	O
_	_	O
선수권	NNG	O
에	JKB	O
_	_	O
나가+았	VV+EP	O
으나	EC	O
_	_	O
이때	NNG	O
도	JX	O
_	_	O
3	SN	B-NOH
위	NNB	I-NOH
에	JKB	O
_	_	O
그치	VV	O
었	EP	O
다	EC	O
_	_	O
.	SF	O
		
SS	O	O
우리나라	NNG	O
도	JX	O
_	_	O
김연경	NNP	B-PER
_	_	O
같	VA	O
은	ETM	O
_	_	O
젊	VA	O
고	EC	O
_	_	O
잘하	VV	O
는	ETM	O
_	_	O
선수	NNG	O
가	JKS	O
_	_	O
많	VA	O
잖아요	EC	O
_	_	O
.	SF	O
		
○	SW	O
…	SE	O
레저	NNG	O
신문	NNG	O
의	JKG	O
_	_	O
이종현	NNP	B-PER
_	_	O
국장	NNG	O
이	JKS	O
_	_	O
‘	SS	O
시	NNG	O
가	JKS	O
_	_	O
있	VA	O
는	ETM	O
_	_	O
골프	NNG	O
’	SS	O
를	JKO	O
_	_	O
출간+하	NNG+XSV	O
였	EP	O
다	EC	O
_	_	O
.	SF	O
		
K	SL	O
리그	NNG	O
_	_	O
전체	NNG	O
를	JKO	O
_	_	O
위하+여서	VV+EC	O
라도	JX	O
_	_	O
팬	NNG	O
들	XSN	O
이	JKS	O
_	_	O
좋아하+ㄹ	VV+ETM	O
_	_	O
수	NNB	O
_	_	O
있	VA	O
는	ETM	O
_	_	O
경기	NNG	O
를	JKO	O
_	_	O
하	VV	O
기+ㄹ	ETN+JKO	O
_	_	O
바라+ㄴ다	VV+EF	O
SS	O	O
며	EC	O
_	_	O
SS	O	O
우승	NNG	O
을	JKO	O
_	_	O
목표	NNG	O
로	JKB	O
_	_	O
하	VV	O
면	EC	O
_	_	O
부담	NNG	O
만	JX	O
_	_	O
크+ㄹ	VA+ETM	O
_	_	O
뿐	NNB	O
이	VCP	O
다	EC	O
_	_	O
.	SF	O
		
반면	NNG	O
_	_	O
최혜용	NNP	B-PER
(	SS	O
40.19	SN	B-PER
%	SW	O
)	SS	O
-	SO	O
윤	NNP	B-PER
슬아	NNP	I-PER
(	SS	O
43.67	SN	O
%	SW	O
)	SS	O
,	SP	O
_	_	O
이창희	NNP	B-PER
(	SS	I-PER
39.86	SN	I-PER
%	SW	O
)	SS	O
-	SO	O
박보배	NNP	B-PER
(	SS	O
42.39	SN	O
%	SW	O
)	SS	O
_	_	O
매치	NNG	O
는	JX	O
_	_	O
투표율	NNG	O
에	JKB	O
_	_	O
